id,official_name,name,maker,barcode,base_amount,base_unit,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,salt_g,calcium_mg,iron_mg,vitamin_a_mcg,vitamin_e_mg,vitamin_b1_mg,vitamin_b2_mg,vitamin_c_mg,saturated_fat_g
mext_06354,ブロッコリー　芽ばえ　生,ブロッコリー　芽ばえ　生,,,100,g,18,1.9,0.6,2.6,1.8,0,57,0.7,120,1.9,0.08,0.11,64,
mext_06265,へちま　果実　生,へちま　果実　生,,,100,g,17,0.8,0.1,3.8,1,0,12,0.3,4,0.3,0.03,0.04,5,
mext_06266,へちま　果実　ゆで,へちま　果実　ゆで,,,100,g,19,1.6,0.1,3.7,1.5,0,24,0.7,3,0.4,0.03,0.06,3,
mext_06267,ほうれんそう　葉　通年平均　生,ほうれんそう　葉　通年平均　生,,,100,g,18,2.2,0.4,3.1,2.8,0,49,2,350,2.1,0.11,0.2,35,
mext_06268,ほうれんそう　葉　通年平均　ゆで,ほうれんそう　葉　通年平均　ゆで,,,100,g,23,2.6,0.5,4,3.6,0,69,0.9,450,2.6,0.05,0.11,19,
mext_06359,ほうれんそう　葉　通年平均　油いため,ほうれんそう　葉　通年平均　油いため,,,100,g,91,3.8,8.1,4.4,4.6,0,88,1.2,630,4.8,0.08,0.16,21,
mext_06355,ほうれんそう　葉　夏採り　生,ほうれんそう　葉　夏採り　生,,,100,g,18,2.2,0.4,3.1,2.8,0,49,2,350,2.1,0.11,0.2,20,
mext_06357,ほうれんそう　葉　夏採り　ゆで,ほうれんそう　葉　夏採り　ゆで,,,100,g,23,2.6,0.5,4,3.6,0,69,0.9,450,2.6,0.05,0.11,10,
mext_06356,ほうれんそう　葉　冬採り　生,ほうれんそう　葉　冬採り　生,,,100,g,18,2.2,0.4,3.1,2.8,0,49,2,350,2.1,0.11,0.2,60,
mext_06358,ほうれんそう　葉　冬採り　ゆで,ほうれんそう　葉　冬採り　ゆで,,,100,g,23,2.6,0.5,4,3.6,0,69,0.9,450,2.6,0.05,0.11,30,
mext_06269,ほうれんそう　葉　冷凍,ほうれんそう　葉　冷凍,,,100,g,22,2.9,0.3,3.4,3.3,0.3,87,1.2,390,2,0.06,0.13,19,
mext_06372,ほうれんそう　葉　冷凍　ゆで,ほうれんそう　葉　冷凍　ゆで,,,100,g,26,3.7,0.5,4.3,4.5,0.1,130,1.3,590,3.1,,0.06,5,
mext_06373,ほうれんそう　葉　冷凍　油いため,ほうれんそう　葉　冷凍　油いため,,,100,g,67,4,4.5,5.4,4.1,0.4,130,1.5,600,4.6,,0.18,16,
mext_06270,ホースラディシュ　根茎　生,ホースラディシュ　根茎　生,,,100,g,69,3.1,0.3,17.7,8.2,0,110,1,1,0,0.1,0.1,73,
mext_06271,まこも　茎　生,まこも　茎　生,,,100,g,19,1.3,0.2,4.4,2.3,0,2,0.2,1,,0.04,0.03,6,
mext_06272,みずかけな　葉　生,みずかけな　葉　生,,,100,g,25,2.9,0.1,4.7,2.8,0,110,1,190,0.9,0.11,0.23,88,
mext_06273,みずかけな　塩漬,みずかけな　塩漬,,,100,g,34,4.9,,5.7,4,2.5,110,1,240,1.3,0.12,0.34,70,
mext_06072,みずな　葉　生,みずな　葉　生,,,100,g,23,2.2,0.1,4.8,3,0.1,210,2.1,110,1.8,0.08,0.15,55,
mext_06073,みずな　葉　ゆで,みずな　葉　ゆで,,,100,g,21,2,0.1,4.7,3.6,0.1,200,2,140,1.3,0.04,0.08,19,
mext_06074,みずな　塩漬,みずな　塩漬,,,100,g,26,2,0.1,5.9,3.5,2.3,200,1.3,92,1.1,0.07,0.15,47,
mext_06274,（みつば類）　切りみつば　葉　生,切りみつば　葉　生,,,100,g,16,1,0.1,4,2.5,0,25,0.3,61,0.7,0.03,0.09,8,
mext_06275,（みつば類）　切りみつば　葉　ゆで,切りみつば　葉　ゆで,,,100,g,12,0.9,0.1,3.3,2.7,0,24,0.2,65,0.9,0.02,0.04,1,
mext_06276,（みつば類）　根みつば　葉　生,根みつば　葉　生,,,100,g,19,1.9,0.1,4.1,2.9,0,52,1.8,140,1.1,0.05,0.13,22,
mext_06277,（みつば類）　根みつば　葉　ゆで,根みつば　葉　ゆで,,,100,g,19,2.3,0.1,3.9,3.3,0,64,1.2,170,1.4,0.03,0.05,12,
mext_06278,（みつば類）　糸みつば　葉　生,糸みつば　葉　生,,,100,g,12,0.9,0.1,2.9,2.3,0,47,0.9,270,0.9,0.04,0.14,13,
mext_06279,（みつば類）　糸みつば　葉　ゆで,糸みつば　葉　ゆで,,,100,g,14,1.1,0,4,3,0,56,0.6,340,1.3,0.02,0.08,4,
mext_06360,みぶな　葉　生,みぶな　葉　生,,,100,g,14,1.1,0.3,2.9,1.8,0.1,110,0.5,150,0.9,0.04,0.07,38,
mext_06280,（みょうが類）　みょうが　花穂　生,みょうが　花穂　生,,,100,g,11,0.9,0.1,2.6,2.1,0,25,0.5,3,0.1,0.05,0.05,2,
mext_06281,（みょうが類）　みょうがたけ　茎葉　生,みょうがたけ　茎葉　生,,,100,g,6,0.4,0.1,1.5,1.1,0,11,0.3,1,0.1,0.02,0.02,1,
mext_06282,むかご　肉芽　生,むかご　肉芽　生,,,100,g,87,2.9,0.2,20.6,4.2,0,5,0.6,2,0.4,0.11,0.02,9,
mext_06283,めキャベツ　結球葉　生,めキャベツ　結球葉　生,,,100,g,52,5.7,0.1,9.9,5.5,0,37,1,59,0.6,0.19,0.23,160,
mext_06284,めキャベツ　結球葉　ゆで,めキャベツ　結球葉　ゆで,,,100,g,51,5.3,0.1,9.8,5.2,0,36,1,57,0.5,0.13,0.16,110,
mext_06285,めたで　芽ばえ　生,めたで　芽ばえ　生,,,100,g,39,3,0.5,8.8,6.3,0,49,2.3,410,4.8,0.15,0.21,67,
mext_06286,（もやし類）　アルファルファもやし　生,アルファルファもやし　生,,,100,g,11,1.6,0.1,2,1.4,0,14,0.5,5,1.9,0.07,0.09,5,
mext_06287,（もやし類）　だいずもやし　生,だいずもやし　生,,,100,g,29,3.6,1.4,2.5,2.3,0,25,0.5,2,0.3,0.08,0.06,4,
mext_06288,（もやし類）　だいずもやし　ゆで,だいずもやし　ゆで,,,100,g,27,2.9,1.6,2.2,2.2,0,24,0.4,0,0.6,0.04,0.04,1,
mext_06412,（もやし類）　だいずもやし　油いため,だいずもやし　油いため,,,100,g,62,3.8,4.5,4.1,,0,25,0.4,3,0.5,0.09,0.07,2,
mext_06289,（もやし類）　ブラックマッペもやし　生,ブラックマッペもやし　生,,,100,g,17,2.2,,2.8,1.5,0,16,0.4,0,,0.04,0.06,10,
mext_06290,（もやし類）　ブラックマッペもやし　ゆで,ブラックマッペもやし　ゆで,,,100,g,13,1.3,,2.7,1.6,0,24,0.4,0,0.1,0.02,0.02,2,
mext_06398,（もやし類）　ブラックマッペもやし　油いため,ブラックマッペもやし　油いため,,,100,g,41,2.3,0.9,5.8,,0,18,0.4,,1.1,0.04,0.06,7,
mext_06291,（もやし類）　りょくとうもやし　生,りょくとうもやし　生,,,100,g,15,1.8,0.1,2.4,1.3,0,9,0.2,,0.1,0.04,0.05,7,
mext_06292,（もやし類）　りょくとうもやし　ゆで,りょくとうもやし　ゆで,,,100,g,12,1.6,0,2.3,1.5,0,11,0.3,,0.1,0.03,0.04,2,
mext_06413,（もやし類）　りょくとうもやし　油いため,りょくとうもやし　油いため,,,100,g,40,2,2.8,4,,0,10,0.2,,1,0.05,0.05,6,
mext_06293,モロヘイヤ　茎葉　生,モロヘイヤ　茎葉　生,,,100,g,36,4.8,0.5,6.3,5.9,0,260,1,840,6.5,0.18,0.42,65,
mext_06294,モロヘイヤ　茎葉　ゆで,モロヘイヤ　茎葉　ゆで,,,100,g,24,3,0.4,4,3.5,0,170,0.6,550,3.4,0.06,0.13,11,
mext_06401,やぶまめ　生,やぶまめ　生,,,100,g,219,15.5,6.5,29.5,9.8,0,44,4.6,,,,,,
mext_06295,やまごぼう　みそ漬,やまごぼう　みそ漬,,,100,g,66,4.1,0.1,15.6,7,7.1,23,1.3,0,0.6,0.02,0.1,0,
mext_06296,ゆりね　りん茎　生,ゆりね　りん茎　生,,,100,g,119,3.8,0.1,28.3,5.4,0,10,1,0,0.5,0.08,0.07,9,
mext_06297,ゆりね　りん茎　ゆで,ゆりね　りん茎　ゆで,,,100,g,117,3.4,0.1,28.7,6,0,10,0.9,0,0.5,0.07,0.07,8,
mext_06298,ようさい　茎葉　生,ようさい　茎葉　生,,,100,g,17,2.2,0.1,3.1,3.1,0.1,74,1.5,360,2.2,0.1,0.2,19,
mext_06299,ようさい　茎葉　ゆで,ようさい　茎葉　ゆで,,,100,g,18,2.2,0.1,4.1,3.4,0,90,1,320,0.6,0.06,0.1,6,
mext_06300,よめな　葉　生,よめな　葉　生,,,100,g,40,3.4,0.2,10,7.8,0,110,3.7,560,4.1,0.23,0.32,42,
mext_06301,よもぎ　葉　生,よもぎ　葉　生,,,100,g,43,5.2,0.3,8.7,7.8,0,180,4.3,440,3.2,0.19,0.34,35,
mext_06302,よもぎ　葉　ゆで,よもぎ　葉　ゆで,,,100,g,37,4.8,0.1,8.2,7.8,0,140,3,500,3.4,0.08,0.09,2,
mext_06303,らっかせい　未熟豆　生,らっかせい　未熟豆　生,,,100,g,306,12,24.2,12.4,4,0,15,0.9,,7.2,0.54,0.09,20,
mext_06304,らっかせい　未熟豆　ゆで,らっかせい　未熟豆　ゆで,,,100,g,298,11.9,23.5,12.3,4.2,0,24,0.9,,6.8,0.3,0.13,19,
mext_06305,（らっきょう類）　らっきょう　りん茎　生,らっきょう　りん茎　生,,,100,g,83,1.4,0.2,29.3,20.7,0,14,0.5,0,0.8,0.07,0.05,23,
mext_06306,（らっきょう類）　らっきょう　甘酢漬,らっきょう　甘酢漬,,,100,g,117,0.4,0.3,29.4,2.9,1.9,11,1.8,0,0.2,,,0,
mext_06307,（らっきょう類）　エシャレット　りん茎　生,エシャレット　りん茎　生,,,100,g,59,2.3,0.2,17.8,11.4,0,20,0.8,2,0.4,0.03,0.05,21,
mext_06308,リーキ　りん茎葉　生,リーキ　りん茎葉　生,,,100,g,30,1.6,0.1,6.9,2.5,0,31,0.7,4,0.3,0.06,0.08,11,
mext_06309,リーキ　りん茎葉　ゆで,リーキ　りん茎葉　ゆで,,,100,g,28,1.3,0.1,6.8,2.6,0,26,0.6,3,0.3,0.05,0.07,9,
mext_06319,ルッコラ　葉　生,ルッコラ　葉　生,,,100,g,17,1.9,0.4,3.1,2.6,0,170,1.6,300,1.4,0.06,0.17,66,
mext_06310,ルバーブ　葉柄　生,ルバーブ　葉柄　生,,,100,g,23,0.7,0.1,6,2.5,0,74,0.2,3,0.2,0.04,0.05,5,
mext_06311,ルバーブ　葉柄　ゆで,ルバーブ　葉柄　ゆで,,,100,g,14,0.5,0.1,4.6,2.9,0,64,0.2,4,0.2,0.01,0.03,4,
mext_06312,（レタス類）　レタス　土耕栽培　結球葉　生,レタス　土耕栽培　結球葉　生,,,100,g,11,0.6,0.1,2.8,1.1,0,19,0.3,20,0.3,0.05,0.03,5,
mext_06361,（レタス類）　レタス　水耕栽培　結球葉　生,レタス　水耕栽培　結球葉　生,,,100,g,13,0.8,0.2,2.9,1.1,0,34,0.3,59,0.3,0.03,0.03,5,
mext_06313,（レタス類）　サラダな　葉　生,サラダな　葉　生,,,100,g,10,1,0.2,2.7,1.8,0,56,2.4,180,1.4,0.06,0.13,14,
mext_06314,（レタス類）　リーフレタス　葉　生,リーフレタス　葉　生,,,100,g,16,1.4,0.1,3.3,1.9,0,58,1,200,1.3,0.1,0.1,21,
mext_06315,（レタス類）　サニーレタス　葉　生,サニーレタス　葉　生,,,100,g,15,1.2,0.2,3.2,2,0,66,1.8,170,1.2,0.1,0.1,17,
mext_06362,（レタス類）　サンチュ　葉　生,サンチュ　葉　生,,,100,g,14,1.2,0.4,2.5,2,0,62,0.5,320,0.7,0.06,0.1,13,
mext_06316,（レタス類）　コスレタス　葉　生,コスレタス　葉　生,,,100,g,16,1.2,0.2,3.4,1.9,0,29,0.5,43,0.7,0.06,0.06,8,
mext_06317,れんこん　根茎　生,れんこん　根茎　生,,,100,g,66,1.9,0.1,15.5,2,0.1,20,0.5,,0.6,0.1,0.01,48,
mext_06318,れんこん　根茎　ゆで,れんこん　根茎　ゆで,,,100,g,66,1.3,0.1,16.1,2.3,0,20,0.4,,0.6,0.06,0,18,
mext_06371,れんこん　甘酢れんこん,れんこん　甘酢れんこん,,,100,g,66,0.6,0.2,16.5,2.3,1.4,6,0.1,0,0.8,0,0,7,
mext_06320,わけぎ　葉　生,わけぎ　葉　生,,,100,g,30,1.6,0,7.4,2.8,0,59,0.4,220,1.4,0.06,0.1,37,
mext_06321,わけぎ　葉　ゆで,わけぎ　葉　ゆで,,,100,g,29,1.9,0,6.9,3.1,0,51,0.4,150,1.5,0.05,0.08,21,
mext_06322,わさび　根茎　生,わさび　根茎　生,,,100,g,89,5.6,0.2,18.4,4.4,0.1,100,0.8,1,1.4,0.06,0.15,75,
mext_06323,わさび　わさび漬,わさび　わさび漬,,,100,g,140,7.1,0.5,28,2.7,2.5,40,0.9,2,0.1,0.08,0.17,1,
mext_06324,わらび　生わらび　生,わらび　生わらび　生,,,100,g,19,2.4,0.1,4,3.6,0,12,0.7,18,1.6,0.02,1.09,11,
mext_06325,わらび　生わらび　ゆで,わらび　生わらび　ゆで,,,100,g,13,1.5,0.1,3,3,0,11,0.6,13,1.3,,0.05,0,
mext_06326,わらび　干しわらび　乾,わらび　干しわらび　乾,,,100,g,216,20,0.7,61.4,58,0,200,11,110,4.6,0.12,0.46,0,
mext_06382,（その他）　ミックスベジタブル　冷凍,ミックスベジタブル　冷凍,,,100,g,67,3,0.7,15.1,5.9,0.1,19,0.7,320,0.3,0.14,0.07,9,
mext_06383,（その他）　ミックスベジタブル　冷凍　ゆで,ミックスベジタブル　冷凍　ゆで,,,100,g,65,3.1,0.8,14.6,6.5,0,19,0.7,350,0.3,0.12,0.05,5,
mext_06384,（その他）　ミックスベジタブル　冷凍　油いため,ミックスベジタブル　冷凍　油いため,,,100,g,108,3.3,4.9,15.7,5.9,0.1,20,0.7,360,1,0.14,0.07,6,
mext_06399,（その他）　野菜ミックスジュース　通常タイプ,野菜ミックスジュース　通常タイプ,,,100,g,21,0.8,0.1,4.7,0.9,0,10,0.2,77,1,0.03,0.02,2,
mext_06400,（その他）　野菜ミックスジュース　濃縮タイプ,野菜ミックスジュース　濃縮タイプ,,,100,g,36,1,0.3,7.8,1,0.1,43,0.3,400,1.2,0.05,0.04,37,
mext_07001,あけび　果肉　生,あけび　果肉　生,,,100,g,89,0.5,0.1,22,1.1,0,11,0.3,0,0.2,0.07,0.03,65,
mext_07002,あけび　果皮　生,あけび　果皮　生,,,100,g,32,0.3,0.3,8.6,3.1,0,18,0.1,0,0.6,0.03,0.06,9,
mext_07181,アサイー　冷凍　無糖,アサイー　冷凍　無糖,,,100,g,62,0.9,5.3,5,4.7,0,45,0.5,34,3.7,0.03,0.06,1,
mext_07003,アセロラ　酸味種　生,アセロラ　酸味種　生,,,100,g,36,0.7,0.1,9,1.9,0,11,0.5,31,0.7,0.03,0.04,1700,
mext_07159,アセロラ　甘味種　生,アセロラ　甘味種　生,,,100,g,36,0.7,0.1,9,1.9,0,11,0.5,31,0.7,0.03,0.04,800,
mext_07004,アセロラ　果実飲料　10%果汁入り飲料,アセロラ　果実飲料　10%果汁入り飲料,,,100,g,42,0.1,0,10.5,0.2,0,1,0.1,3,0.1,,,120,
mext_07005,アテモヤ　生,アテモヤ　生,,,100,g,81,1.8,0.4,19.4,3.3,0,26,0.3,0,0.2,0.08,0.12,14,
mext_07006,アボカド　生,アボカド　生,,,100,g,176,2.1,17.5,7.9,5.6,0,8,0.6,7,3.3,0.09,0.2,12,
mext_07007,あんず　生,あんず　生,,,100,g,37,1,0.3,8.5,1.6,0,9,0.3,120,1.7,0.02,0.02,3,
mext_07008,あんず　乾,あんず　乾,,,100,g,296,9.2,0.4,70.4,9.8,0,70,2.3,410,1.4,0,0.03,,
mext_07009,あんず　缶詰,あんず　缶詰,,,100,g,79,0.5,0.4,18.9,0.8,0,18,0.2,46,0.9,0.01,0.01,,
mext_07010,あんず　ジャム　高糖度,あんず　ジャム　高糖度,,,100,g,252,0.3,0.1,64.9,0.7,0,8,0.2,39,0.4,0.01,,,
mext_07011,あんず　ジャム　低糖度,あんず　ジャム　低糖度,,,100,g,202,0.4,0.1,50.5,1.2,0,11,0.3,58,0.5,0.01,0.01,,
mext_07012,いちご　生,いちご　生,,,1,個,4.65,0.135,0.015,1.275,0.21,0,2.55,0.045,0.15,0.06,0.0045,0.003,9.3,
mext_07013,いちご　ジャム　高糖度,いちご　ジャム　高糖度,,,100,g,250,0.4,0.1,63.3,1.3,0,9,0.2,0,0.1,0.01,0.01,9,
mext_07014,いちご　ジャム　低糖度,いちご　ジャム　低糖度,,,100,g,194,0.5,0.1,48.4,1.1,0,12,0.4,0,0.2,0.01,0.01,10,
mext_07160,いちご　乾,いちご　乾,,,1,個,49.35,0.075,0.03,12.42,0.45,0.105,21,0.06,0.3,0.105,0,0,0,
mext_07015,いちじく　生,いちじく　生,,,100,g,57,0.6,0.1,14.3,1.9,0,26,0.3,1,0.4,0.03,0.03,2,
mext_07016,いちじく　乾,いちじく　乾,,,100,g,272,3,1.1,75.3,10.7,0.2,190,1.7,4,0.6,0.1,0.06,0,
mext_07017,いちじく　缶詰,いちじく　缶詰,,,100,g,78,0.5,0.1,19.4,1.2,0,30,0.1,0,0.2,0.02,0.02,0,
mext_07019,うめ　生,うめ　生,,,100,g,33,0.7,0.5,7.9,2.5,0,12,0.6,20,3.3,0.03,0.05,6,
mext_07020,うめ　梅漬　塩漬,うめ　梅漬　塩漬,,,100,g,27,0.7,0.4,6.7,2.7,19.3,47,2.9,1,1.4,0.02,0.04,0,
mext_07021,うめ　梅漬　調味漬,うめ　梅漬　調味漬,,,100,g,45,1.5,0.5,10.5,3.4,6.9,87,1.2,2,0.2,0.03,0.03,0,
mext_07022,うめ　梅干し　塩漬,うめ　梅干し　塩漬,,,100,g,29,0.9,0.7,8.6,3.3,18.2,33,1.1,1,0.2,0.02,0.01,0,
mext_07023,うめ　梅干し　調味漬,うめ　梅干し　調味漬,,,100,g,90,1.5,0.6,21.1,2.5,7.6,25,2.4,,0.2,0.01,0.01,0,
mext_07024,うめ　梅びしお,うめ　梅びしお,,,100,g,196,0.7,0.5,48.1,1.3,7.9,27,7,0,0.1,0.03,0.03,0,
mext_07025,うめ　果実飲料　20%果汁入り飲料,うめ　果実飲料　20%果汁入り飲料,,,100,g,49,,,12.3,0.1,0.1,1,0.2,0,0.1,0,0,0,
mext_07037,オリーブ　塩漬　グリーンオリーブ,オリーブ　塩漬　グリーンオリーブ,,,100,g,148,1,15,4.5,3.3,3.6,79,0.3,38,5.5,0.01,0.02,12,
mext_07038,オリーブ　塩漬　ブラックオリーブ,オリーブ　塩漬　ブラックオリーブ,,,100,g,121,0.8,12.3,3.4,2.5,1.6,68,0.8,0,4.6,0.05,0.06,,
mext_07039,オリーブ　塩漬　スタッフドオリーブ,オリーブ　塩漬　スタッフドオリーブ,,,100,g,141,0.8,14.3,4.2,3.7,5.1,83,0.3,44,5.3,0.01,0.01,11,
mext_07049,かき　甘がき　生,かき　甘がき　生,,,100,g,63,0.4,0.2,15.9,1.6,0,9,0.2,35,0.1,0.03,0.02,70,
mext_07050,かき　渋抜きがき　生,かき　渋抜きがき　生,,,100,g,59,0.5,0.1,16.9,2.8,0,7,0.1,25,0.2,0.02,0.02,55,
mext_07051,かき　干しがき,かき　干しがき,,,100,g,274,1.5,1.7,71.3,14,0,27,0.6,120,0.4,0.02,0,2,
mext_07053,かりん　生,かりん　生,,,100,g,58,0.4,0.1,18.3,8.9,0,12,0.3,11,0.6,0.01,0.03,25,
mext_07018,（かんきつ類）　いよかん　砂じょう　生,いよかん　砂じょう　生,,,100,g,50,0.9,0.1,11.8,1.1,0,17,0.2,13,0.1,0.06,0.03,35,
mext_07026,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,うんしゅうみかん　じょうのう　早生　生,,,1,個,39.2,0.4,0.08,9.52,0.56,0,13.6,0.08,69.6,0.32,0.056,0.032,28,
mext_07027,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,うんしゅうみかん　じょうのう　普通　生,,,1,個,39.2,0.56,0.08,9.6,0.8,0,16.8,0.16,67.2,0.32,0.08,0.024,25.6,
mext_07028,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,うんしゅうみかん　砂じょう　早生　生,,,1,個,37.6,0.4,0.08,9.04,0.32,0,8.8,0.08,73.6,0.32,0.056,0.024,28,
mext_07029,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,うんしゅうみかん　砂じょう　普通　生,,,1,個,39.2,0.56,0.08,9.2,0.32,0,12,0.08,73.6,0.32,0.072,0.024,26.4,
mext_07030,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,うんしゅうみかん　果実飲料　ストレートジュース,,,1,個,36,0.4,0.08,8.48,0,0,6.4,0.16,28,0.16,0.048,0.008,23.2,
mext_07031,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,うんしゅうみかん　果実飲料　濃縮還元ジュース,,,1,個,33.6,0.4,0.08,7.92,0,0,4.8,0.08,40.8,0.16,0.048,0.032,24,
mext_07032,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,うんしゅうみかん　果実飲料　果粒入りジュース,,,1,個,42.4,0.16,,10.4,,0,4,0.08,14.4,0.08,0.016,0.008,9.6,
mext_07033,（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,うんしゅうみかん　果実飲料　50%果汁入り飲料,,,100,g,59,0.2,,14.7,0.1,0,4,0.1,23,0.1,0.03,0.01,18,
mext_07034,（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,うんしゅうみかん　果実飲料　20%果汁入り飲料,,,100,g,50,0.1,,12.4,0,0,2,0.1,10,0.1,0.01,0.01,7,
mext_07035,（かんきつ類）　うんしゅうみかん　缶詰　果肉,うんしゅうみかん　缶詰　果肉,,,1,個,50.4,0.4,0.08,12.24,0.4,0,6.4,0.32,27.2,0.4,0.04,0.016,12,
mext_07036,（かんきつ類）　うんしゅうみかん　缶詰　液汁,うんしゅうみかん　缶詰　液汁,,,1,個,50.4,0.24,0.08,12.24,0,0,4,0.24,0,0,0.032,0.016,12,
mext_07040,（かんきつ類）　オレンジ　ネーブル　砂じょう　生,オレンジ　ネーブル　砂じょう　生,,,100,g,48,0.9,0.1,11.8,1,0,24,0.2,11,0.3,0.07,0.04,60,
mext_07041,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,オレンジ　バレンシア　米国産　砂じょう　生,,,100,g,42,1,0.1,9.8,0.8,0,21,0.3,10,0.3,0.1,0.03,40,
mext_07042,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,オレンジ　バレンシア　果実飲料　ストレートジュース,,,100,g,45,0.8,,11,0.3,0,9,0.1,3,0.2,0.07,0.01,22,
mext_07043,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,オレンジ　バレンシア　果実飲料　濃縮還元ジュース,,,100,g,46,0.7,0.1,10.7,0.2,0,9,0.1,4,0.3,0.07,0.02,42,
mext_07044,（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,オレンジ　バレンシア　果実飲料　50%果汁入り飲料,,,100,g,46,0.4,0.2,10.8,0.1,0,5,0.1,1,0.1,0.04,0.01,16,
mext_07045,（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,オレンジ　バレンシア　果実飲料　30%果汁入り飲料,,,100,g,41,0.2,,10,,0,3,,0,0.1,0.02,0.01,10,
mext_07046,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,オレンジ　バレンシア　マーマレード　高糖度,,,100,g,233,0.2,0.1,63.2,0.7,0,16,0.1,2,0.3,0.01,0,5,
mext_07047,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,オレンジ　バレンシア　マーマレード　低糖度,,,100,g,190,0.3,0.1,47.7,1.3,0,19,0.2,5,0.4,0.01,0,4,
mext_07161,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,オレンジ　福原オレンジ　砂じょう　生,,,100,g,43,1,0.1,9.8,0.8,0,21,0.3,10,0.3,0.1,0.03,60,
mext_07048,（かんきつ類）　オロブランコ　砂じょう　生,オロブランコ　砂じょう　生,,,100,g,43,0.8,0.1,10.1,0.9,0,12,0.2,,0.3,0.09,0.02,38,
mext_07052,（かんきつ類）　かぼす　果汁　生,かぼす　果汁　生,,,100,g,36,0.4,0.1,8.5,0.1,0,7,0.1,1,0.1,0.02,0.02,42,
mext_07162,（かんきつ類）　かわちばんかん　砂じょう　生,かわちばんかん　砂じょう　生,,,100,g,38,0.7,0.2,8.8,0.6,0,10,0.1,4,0.2,0.06,0.02,36,
mext_07163,（かんきつ類）　きよみ　砂じょう　生,きよみ　砂じょう　生,,,100,g,45,0.8,0.2,10.3,0.6,0,11,0.1,45,0.3,0.1,0.02,42,
mext_07056,（かんきつ類）　きんかん　全果　生,きんかん　全果　生,,,100,g,67,0.5,0.7,17.5,4.6,0,80,0.3,11,2.6,0.1,0.06,49,
mext_07062,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,グレープフルーツ　白肉種　砂じょう　生,,,100,g,40,0.9,0.1,9.6,0.6,0,15,,0,0.3,0.07,0.03,36,
mext_07164,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,グレープフルーツ　紅肉種　砂じょう　生,,,100,g,40,0.9,0.1,9.6,0.6,0,15,,34,0.3,0.07,0.03,36,
mext_07063,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,グレープフルーツ　果実飲料　ストレートジュース,,,100,g,44,0.6,0.1,10.3,0.1,0,9,0.1,0,0.2,0.04,0.01,38,
mext_07064,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,グレープフルーツ　果実飲料　濃縮還元ジュース,,,100,g,38,0.7,0.1,8.8,0.2,0,9,0.1,10,0.2,0.06,0.02,53,
mext_07065,（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,グレープフルーツ　果実飲料　50%果汁入り飲料,,,100,g,45,0.3,,11.1,0.1,0,7,0.1,0,0.1,0.02,,19,
mext_07066,（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,グレープフルーツ　果実飲料　20%果汁入り飲料,,,100,g,39,0.1,,9.7,0,0,3,0.1,0,0.2,0,0,8,
mext_07067,（かんきつ類）　グレープフルーツ　缶詰,グレープフルーツ　缶詰,,,100,g,60,0.5,,17.1,0.6,0,13,0.1,0,0.1,0.03,,26,
mext_07074,（かんきつ類）　さんぼうかん　砂じょう　生,さんぼうかん　砂じょう　生,,,100,g,47,0.7,0.3,10.9,0.9,0,23,0.2,4,0.2,0.07,0.03,39,
